Agency,Year,Region,Current Year Jurisdiction total operating budget,Population,Total number of parks,Total number of non-park sites,Total number of FTEs
Weatherford (City of) Parks and Recreation,2022,TX,2810329.0,30000.0,21,130,32
Weatherford (City of) Parks and Recreation,2018,TX,2810329.0,30000.0,21,130,32
Canby (City of ) Planning Department,2016,,,,,,
Juneau Parks and Recreation Dept,2020,AK,319964000.0,32269.0,95,45,78
Shelby Parks and Recreation Dept,2019,NC,24035223.0,20018.0,11,3,35
Fletcher Parks and Recreation,2015,NC,550000.0,7500.0,2,0,4
Fletcher Parks and Recreation,2020,NC,660472.0,8500.0,,,
South Daytona Parks and Recreation,2015,FL,17784128.0,12252.0,9,1,13
Apple Valley (City of),2015,MN,7500000.0,51000.0,54,4,40
Apple Valley (City of),2017,MN,7500000.0,52000.0,,,273
Somerset (Town of),2015,MA,89000.0,18.0,7,0,1
S Clair County Parks and Recreation Commission,2015,MI,2440400.0,163040.0,7,0,22
S Clair County Parks and Recreation Commission,2017,MI,2561530.0,161008.0,8,0,23
S Clair County Parks and Recreation Commission,2018,MI,2694000.0,161008.0,8,0,24
Crete Park District,2016,IL,1200000.0,8500.0,7,8,99
Crete Park District,2015,IL,1100000.0,8227.0,7,8,11
Amherst Recreation Dept,2016,NY,5000000.0,124000.0,,,
Grain Valley Parks and Recreation,2017,MO,1069397.0,13684.0,10,4,6
Grain Valley Parks and Recreation,2018,MO,9737544.0,13996.0,10,5,10
Grain Valley Parks and Recreation,2015,MO,1021228.0,13236.0,,,
Grain Valley Parks and Recreation,2020,MO,,14200.0,,,6
Plant City Recreation Dept,2015,FL,4155193.0,36627.0,26,25,52
Plant City Recreation Dept,2018,FL,5097738.0,38714.0,24,26,60
"North Augusta (City of) parks, Recreation and Leisure Services",2019,SC,18803917.0,21435.0,,,
"North Augusta (City of) parks, Recreation and Leisure Services",2017,SC,33156085.0,22300.0,17,1,25
"North Augusta (City of) parks, Recreation and Leisure Services",2016,SC,31916770.0,22300.0,17,1,21
"North Augusta (City of) parks, Recreation and Leisure Services",2022,SC,2759680.0,,,,
"North Augusta (City of) parks, Recreation and Leisure Services",2021,SC,19263098.0,24421.0,19,0,25
Brewer Parks and Recreation,2018,ME,1030000.0,9000.0,,,
Monroe Parks and Recreation Dept,2015,NC,,34331.0,5,8,119
North Manchester Parks and Recreation Department,2015,IN,580000.0,6000.0,4,1,3
Medfield Parks and Recreation,2015,MA,265000.0,12500.0,6,0,3
Medfield Parks and Recreation,2018,MA,63822925.0,12845.0,8,5,17
Medfield Parks and Recreation,2016,MA,331756.0,12024.0,4,6,27
Medfield Parks and Recreation,2017,MA,330000.0,12500.0,5,2,3
Spencer Park Department,2017,IA,750000.0,11236.0,17,10,11
Spencer Park Department,2016,IA,773099.0,11236.0,16,5,16
Spencer Park Department,2018,IA,870000.0,10236.0,17,12,7
Spencer Park Department,2015,IA,743960.0,11223.0,16,8,3
Spencer Park Department,2020,IA,16000000.0,11100.0,18,,9
Tunica Co Recreation Commission,2021,MS,750000.0,10000.0,16,9,6
Tunica Co Recreation Commission,2015,MS,2200000.0,10598.0,15,6,32
Tunica Co Recreation Commission,2018,MS,1933234.0,10778.0,16,0,45
Tunica Co Recreation Commission,2016,MS,2047000.0,10778.0,16,0,45
Tunica Co Recreation Commission,2017,MS,2047000.0,10778.0,16,0,45
Berryville Parks and Rec Comm,2017,AR,8500000.0,5500.0,,,
Lumberton Parks and Recreation,2017,NC,3253485.0,21667.0,30,2,44
Lumberton Parks and Recreation,2018,NC,2774685.0,21040.0,22,10,40
Lumberton Parks and Recreation,2015,NC,2694805.0,21716.0,26,5,47
La Crosse Recreation Department,2015,WI,3000000.0,51000.0,57,0,23
Watertown Recreation Dept,2015,CT,,,,,
St Cloud Parks and Recreation,2015,FL,3500000.0,43005.0,,,
Harker Heights Parks and Rec,2015,TX,2350000.0,29500.0,10,2,29
Harker Heights Parks and Rec,2016,TX,19997800.0,31000.0,7,4,29
Pine Bluff Parks and Recreation,2016,AR,1061258.0,49083.0,19,5,14
Pine Bluff Parks and Recreation,2015,AR,1200000.0,45332.0,19,0,13
Central Blair Recreation Commission,2019,PA,920000.0,55956.0,28,3,17
Hanover Parks and Recreation,2019,NH,1452100.0,12.0,,,
Hanover Parks and Recreation,2016,NH,946337.0,11260.0,7,1,7
Hanover Parks and Recreation,2015,NH,950000.0,11000.0,5,0,7
Hanover Parks and Recreation,2020,NH,1452100.0,12.0,,,
Hanover Parks and Recreation,2022,NH,1177383.0,11870.0,8,33,18
Leander Parks and Recreation Dep,2015,TX,1312111.0,40000.0,9,7,15
Highland Parks and Recreation,2016,IL,2300000.0,10000.0,,,
Highland Parks and Recreation,2017,IL,2402557.0,10000.0,,,
Highland Parks and Recreation,2019,IL,2245388.0,10000.0,,,
Danville Parks and Recreation,2019,,,,,,
Danville Parks and Recreation,2017,VA,3895130.0,41898.0,,,
Jamestown Parks and Recreation District,2022,ND,1755000.0,15750.0,,,
Goose Creek  (City of),2015,SC,2800000.0,50000.0,,,
Merrillville (Town of),2015,IN,286000.0,34000.0,15,8,3
Merrillville (Town of),2020,IN,1016750.0,35000.0,,,
Maine Recreation and Parks Association,2015,,,,,,0
Maine Recreation and Parks Association,2017,ME,120000.0,4000.0,4,1,2
Kent Parks and Recreation Department,2017,OH,1875000.0,29600.0,24,0,32
Kent Parks and Recreation Department,2015,OH,2065000.0,31000.0,26,0,32
Kent Parks and Recreation Department,2020,OH,1875000.0,29600.0,24,0,32
"City of Charleston, IL",2022,IL,,17347.0,,,15
Cheney Recreation Commission,2018,KS,125000.0,2500.0,,,1
Marshall Parks and Recreation Dep,2016,MO,1642665.0,13039.0,,,
Marshall Parks and Recreation Dep,2015,MO,10467323.0,13042.0,2,0,9
Shrewsbury (Town of),2015,MA,400637.0,36000.0,30,5,6
Shrewsbury (Town of),2016,MA,555509.0,36352.0,22,0,7
Shrewsbury (Town of),2017,,,,,,
Shrewsbury (Town of),2020,MA,,,,,
Canton Park District,2015,IL,1714624.0,15288.0,9,3,21
Rosemont Park District,2015,IL,1486920.0,4420.0,,,
Rosemont Park District,2017,IL,,4200.0,,,
Rosemont Park District,2019,IL,2217367.0,4200.0,,,
Rosemont Park District,2021,IL,2252814.0,4000.0,,,
Pennsylvania Recreation and Park Society,2015,PA,976224.0,18200.0,18,3,8
Jefferson County Open Space,2015,CO,39000000.0,525000.0,29,3,169
Farmington Parks and Recreation,2015,MN,2026897.0,22571.0,,,
Hickory Hills Park District,2015,IL,3068350.0,15600.0,9,1,29
Hickory Hills Park District,2018,IL,2793451.0,17500.0,10,1,22
Hickory Hills Park District,2016,IL,2789728.0,17500.0,9,1,22
Texarkana (City of) Parks and Recreation,2016,TX,1700000.0,36000.0,12,10,26
Texarkana (City of) Parks and Recreation,2017,TX,1500000.0,37000.0,12,10,20
Texarkana (City of) Parks and Recreation,2018,TX,1700000.0,37000.0,12,9,28
Texarkana (City of) Parks and Recreation,2015,TX,2000000.0,30000.0,12,6,24
Texarkana (City of) Parks and Recreation,2022,TX,1400000.0,37000.0,,,
Valley City Parks and Recreation,2022,ND,2377251.0,6559.0,9,2,33
Valley City Parks and Recreation,2020,ND,2207615.0,6380.0,9,2,29
Valley City Parks and Recreation,2015,ND,1200000.0,8500.0,9,2,45
Valley City Parks and Recreation,2018,ND,2046891.0,6585.0,12,0,40
Valley City Parks and Recreation,2019,ND,2185932.0,6585.0,12,0,40
Valley City Parks and Recreation,2017,ND,2200000.0,6585.0,9,2,82
Santa Cruz Co Parks and Rec Dept,2015,CA,7051126.0,271804.0,49,2,45
Santa Cruz Co Parks and Rec Dept,2020,CA,666290990.0,273213.0,44,46,106
Santa Cruz Co Parks and Rec Dept,2021,CA,,273213.0,44,46,
Forest Grove (City of),2015,OR,16398619.0,22500.0,15,15,15
East Haddam Park and Recreation,2015,CT,29252753.0,9126.0,9,1,1
East Haddam Park and Recreation,2016,CT,31150888.0,9142.0,9,1,3
Soldotna (City of),2015,AK,1600000.0,4000.0,13,3,14
Palm Beach (Town of) Recreation Department,2015,FL,190395174.0,8168.0,20,5,26
Brantford Parks and Recreation,2018,NS,148085022.0,98000.0,,,
"Simsbury Culture, Parks and Recreation Dep",2015,CT,2540000.0,24000.0,13,0,17
FVSRA,2015,IL,2500000.0,,,,0
FVSRA,2018,IL,2816813.0,385119.0,,,
FVSRA,2021,IL,2881565.0,367642.0,0,0,38
Sevierville Parks and Recreation Dept,2018,TN,2764614.0,60000.0,15,5,22
Sevierville Parks and Recreation Dept,2016,TN,2972808.0,31379.0,20,10,83
Sevierville Parks and Recreation Dept,2017,TN,2972808.0,15903.0,20,10,83
Sevierville Parks and Recreation Dept,2015,TN,2650000.0,15000.0,15,10,60
Columbus (The City of),2018,OH,,,,,
Columbus (The City of),2019,OH,912000000.0,892533.0,397,115,354
Columbus (The City of),2022,OH,1066054963.0,905748.0,410,116,578
Columbus (The City of),2021,OH,964000000.0,905748.0,407,116,362
Columbus (The City of),2020,OH,969500000.0,898553.0,400,114,354
Peninsula Metropolitan Park District,2018,,,,,,
Clare (City of),2015,MI,185355.0,3118.0,,,
Atoka (Town of),2015,TN,300000.0,9000.0,5,1,4
Hilton-Parma Parks and Recreation,2015,NY,820000.0,17000.0,3,10,17
Hilton-Parma Parks and Recreation,2018,NY,5473086.0,15912.0,3,6,17
Hilton-Parma Parks and Recreation,2019,NY,6499058.0,15908.0,3,6,20
Hilton-Parma Parks and Recreation,2017,NY,5874533.0,15633.0,3,6,16
Hilton-Parma Parks and Recreation,2016,NY,917103.0,17000.0,3,10,17
Susquehanna Twp Parks and Recreation,2016,PA,14668717.0,24036.0,12,2,7
Susquehanna Twp Parks and Recreation,2017,PA,14750468.0,24036.0,13,2,8
Susquehanna Twp Parks and Recreation,2018,PA,17476427.0,25054.0,,,0
Susquehanna Twp Parks and Recreation,2015,PA,12520954.0,24273.0,13,2,7
Susquehanna Twp Parks and Recreation,2013,PA,,23350.0,11,1,7
Susquehanna Twp Parks and Recreation,2014,PA,12401616.0,24136.0,10,1,7
Susquehanna Twp Parks and Recreation,2021,PA,20881504.0,26700.0,13,1,1
Norwell Recreation Department,2020,MA,55500000.0,11000.0,,,
Norwell Recreation Department,2015,MA,,10506.0,,,1
Norwell Recreation Department,2019,MA,55909303.0,11115.0,,,
East Longmeadow (Town of),2015,MA,177000.0,15720.0,3,1,2
Normal Parks and Recreation Department,2018,IL,127175713.0,54664.0,20,4,108
Normal Parks and Recreation Department,2017,IL,8231613.0,54664.0,20,4,107
Normal Parks and Recreation Department,2016,IL,7900000.0,54664.0,20,4,110
Normal Parks and Recreation Department,2021,,,,,,
Normal Parks and Recreation Department,2019,IL,127175713.0,54629.0,20,4,106
Clark Sports Center,2016,NY,3443600.0,3000.0,,,
Williston Recreation and Parks,2016,VT,547645.0,9409.0,,,2
Williston Recreation and Parks,2017,VT,9821500.0,8698.0,4,0,6
Williston Recreation and Parks,2018,VT,9458535.0,9578.0,4,0,5
Williston Recreation and Parks,2015,VT,564590.0,8000.0,,,
Williston Recreation and Parks,2021,VT,10040570.0,9578.0,4,0,4
Williston Recreation and Parks,2020,VT,9720505.0,9578.0,4,0,4
Williston Recreation and Parks,2022,VT,10000000.0,9578.0,4,0,5
Rome-Floyd County Park and Recreation Department,2015,GA,46000000000.0,100000.0,24,0,42
Rome-Floyd County Park and Recreation Department,2017,GA,2100000.0,95000.0,27,0,33
Rome-Floyd County Park and Recreation Department,2016,MD,1900000.0,96317.0,27,5,33
Yountville (Town of),2015,CA,1500000.0,2899.0,8,3,14
Alvin Parks and Recreation Department,2015,TX,35028617.0,24236.0,13,26,12
Alvin Parks and Recreation Department,2016,TX,14520470.0,25525.0,13,40,13
Alvin Parks and Recreation Department,2018,TX,1823610.0,26474.0,,,16
Alvin Parks and Recreation Department,2022,TX,19186245.0,28000.0,13,5,13
Alvin Parks and Recreation Department,2020,TX,45893249.0,24236.0,,,
Alvin Parks and Recreation Department,2021,TX,17902980.0,28000.0,13,,13
Kensington (Town of) Community and Social Services,2015,CT,1800000.0,20000.0,,,
Coffeyville Recreation Commission,2015,KS,627067.0,15000.0,3,0,18
Coffeyville Recreation Commission,2019,KS,659948.0,9366.0,,,
Coffeyville Recreation Commission,2016,KS,695869.0,15000.0,3,2,13
Coffeyville Recreation Commission,2022,KS,900000.0,12000.0,,,
Tukwila Park and Recreation Department,2021,WA,3000000.0,20000.0,17,4,38
Tukwila Park and Recreation Department,2017,WA,61249000.0,20033.0,19,5,58
Tukwila Park and Recreation Department,2018,WA,61249000.0,20033.0,19,5,58
Tukwila Park and Recreation Department,2015,WA,48000000.0,19000.0,,,
Mahaska Community Recreation Foundation,2015,IA,371000.0,22000.0,2,1,6
Mahaska Community Recreation Foundation,2018,IA,350000.0,22000.0,,,
Mahaska Community Recreation Foundation,2020,IA,450000.0,22000.0,,,
Whitehall Community Park,2015,OH,,18500.0,,,
Western Springs Recreation Dept,2015,IL,1817504.0,13500.0,2,0,6
Lockport Township Park District,2015,IL,10350000.0,71000.0,50,0,124
Lockport Township Park District,2017,IL,10585000.0,71000.0,,,
Lockport Township Park District,2016,IL,10100000.0,71000.0,50,0,124
Palmer Community Development,2015,AK,13800000.0,61000.0,,,
Platte Co Parks and Recreation,2015,MO,700000.0,95000.0,6,2,10
Platte Co Parks and Recreation,2016,MO,700000.0,95000.0,6,2,10
Williamsburg Parks and Recreation,2016,VA,,14000.0,,,
Williamsburg Parks and Recreation,2017,VA,1.0,15000.0,,,
Williamsburg Parks and Recreation,2018,VA,,,,,
Williamsburg Parks and Recreation,2015,VA,1200000.0,14000.0,,,
Williamsburg Parks and Recreation,2020,,,,,,
Williamsburg Parks and Recreation,2021,VA,1311389.0,14954.0,12,,
M Sterling Montgomery County Parks and Recreation,2015,KY,600000.0,20000.0,,,
Pigeon Forge Parks and Recreation,2015,TN,3950000.0,6000.0,,,
Pigeon Forge Parks and Recreation,2018,TN,4900000.0,6000.0,4,6,63
Skowhegan Parks and Recreation Dept,2016,ME,450000.0,9000.0,,,5
Skowhegan Parks and Recreation Dept,2015,ME,450000.0,8900.0,10,10,5
Yankton (City of),2015,SD,1997250.0,14552.0,,,
Fluvanna County Parks and Recreation,2015,VA,500000.0,26000.0,4,0,7
Ridgefield Parks and Recreation,2015,CT,4376100.0,25000.0,23,36,46
Ridgefield Parks and Recreation,2016,CT,134967716.0,25000.0,23,59,47
Northwest Special Recreation Assn,2016,IL,5077465.0,587307.0,0,0,42
Northwest Special Recreation Assn,2017,IL,5323421.0,587307.0,0,3,42
Northwest Special Recreation Assn,2018,IL,5493078.0,587307.0,0,3,43
Northwest Special Recreation Assn,2019,IL,5891940.0,587307.0,0,3,115
Northwest Special Recreation Assn,2015,IL,5287741.0,587307.0,0,0,40
Northwest Special Recreation Assn,2020,IL,6267329.0,587307.0,0,6,117
Northwest Special Recreation Assn,2021,,5030842.0,,0,6,40
Craig Parks and Recreation,2015,CO,1457925.0,9000.0,,,
Valparaiso Park and Rec Dept,2015,,,,,,0
Arvada Parks and Recreation Dept,2015,CO,15800000.0,113000.0,,,
Reston Association Parks and Recreation Department,2015,VA,14000000.0,60000.0,50,1,52
Reston Association Parks and Recreation Department,2016,VA,15265411.0,60000.0,65,7,218
Reston Association Parks and Recreation Department,2022,VA,,64672.0,65,7,248
Reston Association Parks and Recreation Department,2020,VA,16044074.0,60335.0,65,7,218
Reston Association Parks and Recreation Department,2021,VA,15539000.0,63226.0,65,7,248
Macomb Park District,2020,IL,900075.0,17413.0,,,
Macomb Park District,2018,IL,837709.0,18267.0,,,
Macomb Park District,2015,IL,1125000.0,21500.0,10,0,17
Avery County Parks and Recreation,2015,NC,373282.0,17500.0,3,2,6
Avery County Parks and Recreation,2018,NC,373282.0,18880.0,2,1,4
Avery County Parks and Recreation,2016,NC,373282.0,18880.0,2,1,4
Avery County Parks and Recreation,2021,NC,30500000.0,17806.0,4,1,7
Colchester Parks and Recreation,2015,VT,1500000.0,17000.0,,,
Lake Bluff Park District,2019,IL,6490599.0,8000.0,10,2,129
Millington (City of),2015,TN,1000000.0,11000.0,,,
Lincoln County Parks and Recreation,2015,KY,451433.0,24742.0,,,
Dublin - Laurens Co Rec Authority,2015,GA,1567000.0,50000.0,,,12
Dublin - Laurens Co Rec Authority,2013,TX,,1372760.0,,,
Dublin - Laurens Co Rec Authority,2022,GA,,1643491.0,,,
Greer Parks and Recreation Dept,2022,SC,38088639.0,38865.0,19,2,
Greer Parks and Recreation Dept,2016,SC,19107586.0,27167.0,19,2,34
Alaska State Parks,2016,AK,,,,,
Middletown Township,2015,PA,35000000.0,465000.0,,,
Centre Region Parks and Re Authority,2015,PA,2935300.0,93000.0,52,2,84
Centre Region Parks and Re Authority,2021,PA,3419733.0,91838.0,56,1,41
Fort Atkinson Parks and Rec Dept,2015,WI,702972.0,12800.0,,,
Daly City (City of) Department of Library and Recreation Services,2015,CA,6500000.0,110000.0,,,20
Metro Parks of Butler County,2021,OH,8116413.0,383134.0,,,
Perkasie Borough,2015,PA,532000.0,8500.0,4,0,2
Grand Blanc Parks and Rec Commission,2015,MI,984737.0,49385.0,,,7
Albemarle County Parks and Recreation,2015,VA,2656729.0,104489.0,12,0,32
Albemarle County Parks and Recreation,2017,VA,2885745.0,105715.0,12,0,32
Albemarle County Parks and Recreation,2018,VA,2885745.0,105715.0,12,0,33
Albemarle County Parks and Recreation,2022,VA,314875074.0,110652.0,25,0,27
Oregon Park District,2015,IL,4500000.0,6900.0,11,2,45
Pineville Parks and Recreation,2019,NC,1777732.0,8000.0,,,
Unified Government Parks and Recreation,2015,KS,6800000.0,165000.0,,,
Greater Elizabethtown Area Recreation and Community Services,2015,PA,1500000.0,27000.0,1,0,21
Greater Elizabethtown Area Recreation and Community Services,2017,PA,1600000.0,27500.0,1,0,32
Greater Elizabethtown Area Recreation and Community Services,2016,PA,1500000.0,30000.0,1,0,32
O'Fallon  Parks and Rcreation,2015,MO,7043722.0,84381.0,,,
O'Fallon  Parks and Rcreation,2020,MO,37000000.0,85000.0,,,
Hebron Park and Rec Dept,2020,CT,1200000.0,9800.0,,,
Hebron Park and Rec Dept,2015,CT,1000000.0,9800.0,,,
Hebron Park and Rec Dept,2018,CT,1200000.0,10000.0,,,15
New Kent County Parks and Recreation,2015,VA,318000.0,21000.0,4,1,10
Olive Branch Parks and Recreation,2015,MS,2750000.0,37000.0,5,28,25
Moorestown (Township of),2015,NJ,112075.0,23000.0,,,
Wethersfield Parks and Recreation,2015,CT,1796903.0,26641.0,,,9
Wethersfield Parks and Recreation,2016,,1724151.0,,,,
Wethersfield Parks and Recreation,2020,CT,1808000.0,27342.0,12,,22
Dearborn (City of),2015,MI,10000000.0,900000.0,,,
Forest Preserves of Cook County,2015,IL,,5000000.0,,,
Forest Preserves of Cook County,2017,IL,,5000000.0,,,
Forest Preserves of Cook County,2018,IL,,5000000.0,,,
Forest Preserves of Cook County,2022,IL,,5275000.0,264,22,539
Clinton (City of),2015,OK,531961.0,9000.0,,,
"Hartford (City of) Families, Children, Youth and Recreation",2015,CT,1677783.0,125130.0,37,0,44
Sheridan Recreation District,2015,WY,780000.0,18000.0,,,
Sheridan Recreation District,2017,WY,1.0,18000.0,6,0,17
Bellingham Parks and Recreation,2017,,,,,,
Muscatine Parks and Recreation,2015,IA,2488000.0,23819.0,21,0,40
Muscatine Parks and Recreation,2020,IA,62728496.0,23631.0,,,
Wayne (City of) Parks and Recreation,2021,MI,,,,,
Wayne (City of) Parks and Recreation,2015,MI,,13800.0,,,
Wayne (City of) Parks and Recreation,2017,,,,,,
Wayne (City of) Parks and Recreation,2016,MI,,13100.0,,,
East Windsor (Town of),2019,CT,289057.0,11395.0,7,,10
East Windsor (Town of),2015,CT,181348.0,11100.0,7,0,1
East Windsor (Town of),2022,CT,,,,,2
Prairie Du Chien (City of),2015,WI,500000.0,6000.0,,,
Pekin Park District,2015,IL,,,,,
Cross Plains,2015,WI,364000.0,6172.0,15,6,7
West Linn (City of),2015,OR,60498000.0,25540.0,24,13,17
West Linn (City of),2016,OR,32180000.0,24460.0,56,6,20
West Linn (City of),2020,OR,74943000.0,25832.0,56,6,21
Godfrey Parks and Recreation Department,2015,IL,72523000.0,18000.0,,,
La Grange (Park District of),2017,IL,4987000.0,15000.0,,,
Redmond Parks (City of),2017,OR,1811836.0,27000.0,,,10
Redmond Parks (City of),2016,OR,1811836.0,27000.0,,,10
Redmond Parks (City of),2015,OR,1002000.0,27941.0,21,10,5
Brown County Parks Department,2015,WI,2140495.0,256000.0,19,0,26
Dickinson Parks and Recreation,2015,ND,5250000.0,26000.0,,,
Dickinson Parks and Recreation,2020,ND,6400000.0,23570.0,31,23,63
Dickinson Parks and Recreation,2021,ND,6100000.0,26000.0,31,23,79
Dickinson Parks and Recreation,2022,ND,5701650.0,25167.0,31,14,67
Salisbury Parks and Recreation Department,2015,NC,40212236.0,33710.0,,,
Baker (City of)/Fallon County Parks,2015,MT,1000000.0,3108.0,8,5,4
Camdenton (City of),2015,MO,250240.0,3900.0,1,1,10
Camdenton (City of),2016,MO,386047.0,3770.0,1,1,7
Camdenton (City of),2018,MO,4806423.0,3946.0,1,2,8
Camdenton (City of),2020,MO,12550000.0,3946.0,1,2,8
Camdenton (City of),2021,MO,12853000.0,3946.0,1,2,8
Evergreen Park and Recreation District,2019,CO,6800000.0,23000.0,,,
Central Park Conservancy,2015,,,,,,0
Westchester County Government,2015,NY,,968802.0,,,0
San Diego (City of),2014,CA,2587271035.0,1300000.0,459,24,62
San Diego (City of),2013,CA,,,,,
San Diego (City of),2012,CA,2587271035.0,1300000.0,459,24,62
San Diego (City of),2015,CA,2697298453.0,1345895.0,394,2,922
San Diego (City of),2017,CA,3000000000.0,1400000.0,289,4,"1,029"
San Diego (City of),2016,CA,184000000.0,1300000.0,,,
San Diego (City of),2020,CA,3633800000.0,1423851.0,286,4,871
San Diego (City of),2022,CA,4600000000.0,1386932.0,294,4,897
Vermont Recreation and Park Association,2015,VT,2460778.0,5000.0,,,
Warren County Parks and Recreation Department,2015,VA,2165432.0,39900.0,15,6,14
Warren County Parks and Recreation Department,2016,VA,1290997.0,38000.0,,,15
Warren County Parks and Recreation Department,2018,VA,2214729.0,39563.0,20,4,79
Warren County Parks and Recreation Department,2021,VA,2486100.0,39900.0,,,
Seven Hills Recreation Center,2016,OH,1235000.0,11900.0,,,
Seven Hills Recreation Center,2015,OH,1004000.0,12000.0,,,
Franklin Recreation Department,2015,MA,530658.0,32200.0,8,3,2
Arlington County Department of Parks and Recreation,2019,VA,1276000000.0,226400.0,149,,414
"Athens Community Arts, Parks, and Rec",2018,OH,22720799.0,25214.0,7,2,31
"Athens Community Arts, Parks, and Rec",2016,OH,2200000.0,25000.0,7,2,53
"Athens Community Arts, Parks, and Rec",2020,OH,22720799.0,25214.0,7,2,31
"Person County Recreation, Arts and Parks Department",2020,NC,1233903.0,39500.0,10,2,9
"Person County Recreation, Arts and Parks Department",2021,NC,1233903.0,39500.0,10,2,9
"Person County Recreation, Arts and Parks Department",2023,NC,1233903.0,39500.0,10,2,9
"Person County Recreation, Arts and Parks Department",2022,NC,66460497.0,39500.0,10,2,9
"Person County Recreation, Arts and Parks Department",2019,NC,1233903.0,39500.0,10,2,9
"Person County Recreation, Arts and Parks Department",2015,NC,,,10,2,9
Chesterfield (City of),2015,MO,37334616.0,47749.0,11,4,66
Chesterfield (City of),2016,MO,33083453.0,47749.0,11,4,66
Chesterfield (City of),2022,MO,14429573.0,49999.0,11,4,66
Chesterfield (City of),2021,MO,38274518.0,49999.0,11,4,66
Straban Township Parks and Recreation,2015,PA,860000.0,4928.0,1,0,5
Anderson Township,2015,OH,35000000.0,44000.0,,,0
Anderson Township,2016,OH,,,,,
LSPR,2016,MO,,,,,0
LSPR,2015,MO,3249303.0,93864.0,,,0
Hanahan (City of),2020,SC,1301383.0,25000.0,9,2,17
South Davis Recreation,2015,UT,4461102.0,95940.0,0,0,11
South Davis Recreation,2017,UT,5941374.0,93500.0,,,
Town of Flower Mound,2020,TX,8499220.0,79135.0,,,
Leon County Parks and Recreation,2020,FL,,,,,
Leon County Parks and Recreation,2015,,,,,,0
Leon County Parks and Recreation,2014,FL,204122729.0,,,,
Surprise (City of) Community and Recreation,2015,AZ,15830700.0,123000.0,13,7,118
Surprise (City of) Community and Recreation,2017,AZ,16396500.0,123000.0,13,7,116
Surprise (City of) Community and Recreation,2016,AZ,15959000.0,123000.0,13,7,116
Surprise (City of) Community and Recreation,2020,AZ,12483300.0,142000.0,12,10,71
Surprise (City of) Community and Recreation,2021,AZ,12690100.0,149710.0,12,10,30
Lake County Park and Trails,2021,FL,6733459.0,383956.0,53,7,30
Lake County Park and Trails,2022,FL,6875834.0,395804.0,53,7,30
Lake County Park and Trails,2020,FL,7854002.0,367118.0,53,7,30
Lake County Park and Trails,2016,FL,4659233.0,325875.0,11,20,30
Lake County Park and Trails,2017,FL,5709136.0,323985.0,,,
Lake County Park and Trails,2019,FL,7563356.0,356495.0,52,7,32
Lake County Park and Trails,2018,FL,5860000.0,346017.0,51,7,32
Augusta (City of),2015,KS,30000000.0,9274.0,,,0
Anna (City of),2016,TX,371000.0,12400.0,7,10,5
Brennan Municipal Golf Course,2015,CT,1441827.0,,,,0
Dallas Park and Recreation Department,2017,,,,,,
Sheridan County School District #2,2015,WY,,,,,
Healdsburg (City of),2015,CA,,12000.0,10,15,5
Healdsburg (City of),2019,DE,85000000.0,12000.0,,,
Healdsburg (City of),2020,CA,88000000.0,12000.0,,,
Burgaw (Town of),2015,NC,3204070.0,4060.0,,,0
Peoria Park District,2015,IL,46705032.0,128500.0,85,3,307
Peoria Park District,2018,IL,46068875.0,128500.0,85,3,286
Peoria Park District,2017,IL,44907240.0,128500.0,85,3,286
Peoria Park District,2016,IL,46705032.0,128500.0,85,3,307
Peoria Park District,2021,IL,38159842.0,128500.0,80,4,247
Peoria Park District,2022,IL,42154389.0,121492.0,82,3,289
Peoria Park District,2023,IL,38159842.0,128500.0,80,4,247
Orland Park (Village of) Recreation Department,2022,IL,15274737.0,59000.0,64,5,109
Orland Park (Village of) Recreation Department,2016,IL,105730542.0,58600.0,63,30,36
Denton Senior Center,2015,TX,,,,,0
Tualatin Hills Park and Recreation District,2018,OR,43036411.0,250000.0,229,15,488
Tualatin Hills Park and Recreation District,2021,OR,,250000.0,,,
Tualatin Hills Park and Recreation District,2022,OR,57110583.0,260000.0,127,15,333
Middletown Township Parks and Recreation,2016,PA,29841645.0,45436.0,19,6,13
Middletown Township Parks and Recreation,2017,PA,29841645.0,45436.0,19,6,13
Middletown Township Parks and Recreation,2015,PA,29841645.0,45436.0,19,6,13
Wooster (City of) Recreation and Community Center,2015,OH,,26540.0,,,0
Maryville Parks and Recreation,2015,MO,1484648.0,12007.0,,,0
Maryville Parks and Recreation,2017,MO,1556534.0,11972.0,,,
Maryville Parks and Recreation,2016,MO,1379556.0,12015.0,10,0,9
Maryville Parks and Recreation,2018,MO,1431839.0,11687.0,10,0,12
Maryville Parks and Recreation,2020,MO,1301439.0,11972.0,12,0,18
Maryville Parks and Recreation,2021,MO,1420000.0,10633.0,12,0,15
Laguna Niguel (City of),2015,CA,48300000.0,65448.0,,,0
Waterloo Leisure Services,2015,IA,6700000.0,68000.0,,,0
Waterloo Leisure Services,2017,IA,7000000.0,65000.0,,,
Lake Jackson Parks and Recreation,2016,TX,38145659.0,27394.0,,,
Paso Robles (City of),2019,CA,,,,,
Paso Robles (City of),2015,CA,,,,,0
Davenport (City of),2019,IA,7616794.0,102320.0,42,7,68
Davenport (City of),2018,IA,7616794.0,102320.0,42,,68
Davenport (City of),2020,IA,8500000.0,102085.0,41,36,112
East Greenbush (Town of),2016,NY,17000000.0,16463.0,,,
